PROP_ID,SPID,CITY,PRICE,PRICE_SQFT,AREA,TOTAL_LANDMARK_COUNT,PROP_HEADING,DESCRIPTION,PROPERTY_TYPE,FURNISH,FACING,AGE,TOTAL_FLOOR,BEDROOM_NUM,PROP_NAME,BALCONY_NUM,FLOOR_NUM,LATITUDE,LONGITUDE,BHK_BED,LOCALITY_NAME,BUILDING_NAME,SOCIETY_NAME,ADDRESS,TRANSPORATION,ACCOMODATION,LEISURE,EDUCATION,HEALTH,OTHER,AMENITIES_SCORE,FEATURES_SCORE
v50446696,50446696,gurgaon,3500000.0,4223.0,900.0,48.0,2 bhk independent builder floor in patel nagar,"why pay rent  get ready to move 2 & 3 bhk  flat in hans enclave, sector 33, gurgaon  peak location on main nh-8 registry & bank loan facility available - 2 mins from rajiv chowk - registry & 80% loan available. - covered parking (car & bike) - lift with power backup - modular kitchen & almirah - chimney and false ceiling - false ceiling led lighting - 200 meters from nh 8 - close to rajiv chowk and medanta - 5 mins from huda city center metro station - stilt & gated car parking  additional details :  the property is located on the main road piped gas facility is available. the kitchen has been built with modular fittings. full power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.",independent/builder floor,Semifurnished,North,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.444527,77.02273,2.0,patel nagar,,,tanishq residency,0.0,0.0,2.0,0.0,41.0,3.0,53,13
g51337848,51337848,gurgaon,3800000.0,4223.0,900.0,48.0,2 bhk independent builder floor in sector 14 gurgaon,"book your dream home   in heart of gurgaon best locations & best price   --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk, 3bhk & 4bhk option in multiple locations  for more details visit our office  committed to serving you better now & always!   &  additional details :  the property is located on the main road the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.",independent/builder floor,Semifurnished,South,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.444925,77.02306,2.0,sector 14 gurgaon,,,,0.0,0.0,2.0,0.0,41.0,3.0,48,8
z53199950,53199950,gurgaon,3800000.0,4223.0,900.0,49.0,2 bhk independent builder floor in sector 10a gurgaon,why pay rent get ready to move fully furnished 2 bhk & 3 bhk flat  in heart of gurgaon registry and bank loan available  key highlights :  one covered car parking lift access to all floors latest design jhoomar in each flat washable wallpapers wooden almirah in rooms modular kitchen  hindware chimney installed false ceiling in every room  cctv surveillance well ventilated rooms vitrified tiles branded fans in every room and living area 1st class sanitary used in washroom & kitchen natural light airy rooms good locality  we have lot of options in different different locations plan your visit for today & book your dream home  for more details call to us  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.,independent/builder floor,Furnished,South-East,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.4778,77.02212,2.0,sector 10a gurgaon,,,,0.0,1.0,0.0,0.0,38.0,2.0,51,17
v50898884,50898884,gurgaon,3800000.0,3889.0,900.0,49.0,2 bhk independent builder floor in new colony,why pay rent get ready to move fully furnished 2 bhk & 3 bhk flat  in heart of gurgaon registry and bank loan available  key highlights :  one covered car parking lift access to all floors latest design jhoomar in each flat washable wallpapers wooden almirah in rooms modular kitchen  hindware chimney installed false ceiling in every room  cctv surveillance well ventilated rooms vitrified tiles branded fans in every room and living area 1st class sanitary used in washroom & kitchen natural light airy rooms good locality  we have lot of options in different different locations plan your visit for today & book your dream home  for more details call to us    additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.,independent/builder floor,Furnished,South-East,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.4778,77.02212,2.0,new colony,,,tanishq residency,0.0,1.0,0.0,0.0,38.0,2.0,62,22
e41762519,41762519,gurgaon,3800000.0,4112.0,900.0,50.0,2 bhk independent builder floor in sector 7 gurgaon,"book your dream home   in heart of gurgaon best locations & best price   2bhk - flats 3bhk - flats  --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!   &",independent/builder floor,Semifurnished,East,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.4632438,77.01326429999995,2.0,sector 7 gurgaon,,,,0.0,1.0,0.0,0.0,42.0,0.0,57,17
q53503260,53503260,gurgaon,3800000.0,4244.0,900.0,49.0,2 bhk independent builder floor in sector 9a gurgaon,book your dream home   in heart of gurgaon best locations & best price,independent/builder floor,Furnished,East,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.468927,76.997421,2.0,sector 9a gurgaon,,,,0.0,1.0,0.0,0.0,38.0,1.0,0,0
o52846130,52846130,gurgaon,3800000.0,4222.0,900.0,50.0,2 bhk independent builder floor in krishna colony,"book your dream home    in heart of gurgaon best locations & best price   2bhk - flats 3bhk - flats  --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!    &",independent/builder floor,Furnished,not available,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.46702,77.011467,2.0,krishna colony,,,,0.0,1.0,0.0,0.0,41.0,1.0,40,0
d61841442,61841442,gurgaon,3800000.0,4000.0,950.0,49.0,3 bhk independent builder floor in new palam vihar,new palam vihar 3 bedroom 3 bathroom and semifinals property like modular kitchen almirah and alone home loan also available this property dea block and very good location on property sector 110 near dwarka expressway  additional details :  the kitchen has been built with modular fittings. full power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.,independent/builder floor,Semifurnished,North-East,0-1 Year Old Property,mid rise,3.0,,2.0,low rise,28.482859,77.00227,3.0,new palam vihar,,,,0.0,1.0,0.0,0.0,36.0,1.0,0,0
y49801040,49801040,gurgaon,3800000.0,4223.0,900.0,50.0,2 bhk independent builder floor in sukhrali,why pay rent get ready to move fully furnished 2 bhk & 3 bhk flat  in heart of gurgaon registry and bank loan available  key highlights :  one covered car parking lift access to all floors latest design jhoomar in each flat washable wallpapers wooden almirah in rooms modular kitchen  hindware chimney installed false ceiling in every room  cctv surveillance well ventilated rooms vitrified tiles branded fans in every room and living area 1st class sanitary used in washroom & kitchen natural light airy rooms good locality  we have lot of options in different different locations plan your visit for today & book your dream home  for more details call to us  additional details :  the property is located on the main road piped gas facility is available. the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.,independent/builder floor,Furnished,South-West,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.467575,77.028114,2.0,sukhrali,,,tanishq residency builders flat in hans enclave nh-8 gurgaon,0.0,0.0,0.0,1.0,40.0,3.0,57,17
a65546698,65546698,gurgaon,3900000.0,5416.0,720.0,50.0,2 bhk independent builder floor in subhash nagar,"available for sale a two-room flat situated in subhash nagar, near sadar bazaar, gurgaon. it is freehold, ist floor to 4th floor available, with modern and spacious balcony. it is spacious, well ventilated, attached bathroom with fine wood-work in the kitchen and every room. price negotiable, newly constructed high demanded location. amenities:- amenities:- >> false ceiling >> cob lights >> toughend glass balcony >> modular kitchen >> excellent work loan available* limited inventory at centre part of gurgaon. connectivity:- igi airport dwarka expressway sadar bazaar sohna road rajiv chowk udyog vihar local super market inox theatre",independent/builder floor,Semifurnished,North-East,0-1 Year Old Property,mid rise,2.0,sarahah tower,1.0,low rise,28.465706,77.024432,2.0,subhash nagar,sarahah tower,sarahah tower,511,0.0,0.0,0.0,0.0,43.0,1.0,55,35
m69050928,69050928,gurgaon,4000000.0,5555.0,720.0,25.0,2 bhk independent builder floor in new palam vihar phase 3,dwarka expressway upcoming metro station aur hospital dpsg school,independent/builder floor,Semifurnished,West,0-1 Year Old Property,mid rise,2.0,sai kunj ,1.0,low rise,28.51591,77.0288,2.0,new palam vihar phase 3,sai kunj ,sai kunj ,,0.0,0.0,5.0,0.0,4.0,3.0,25,7
m59371194,59371194,gurgaon,4200000.0,4666.0,900.0,50.0,2 bhk independent builder floor in dayanand colony,"book your dream home   dayanand colony, sector 6, gurgaon near sector 5 huda market, gurgaon  2bhk - flats 3bhk flats 4bhk flats  --project specifications--  lift covered car parking 80% bank laon  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  nearest places  sector 5 huda market 300 meter  just 5 minute away from railway station  just 8 km away from iffco metro station  just 10 minute away from sector 14 market  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!   &",independent/builder floor,Furnished,East,0-1 Year Old Property,mid rise,2.0,,1.0,low rise,28.473129,77.020495,2.0,dayanand colony,,,,0.0,1.0,0.0,0.0,40.0,2.0,46,17
d70773152,70773152,gurgaon,5150000.0,6265.0,822.0,8.0,2 bhk independent builder floor in sohna,"signature global park in sohna, gurgaon is a ready-to-move housing society. it offers apartments, independent floors and villas in varied budget range. these units are a perfect combination of comfort and style, specifically designed to suit your req",independent/builder floor,Unfurnished,East,0-1 Year Old Property,mid rise,2.0,signature global park,3.0,low rise,28.288317,77.066043,2.0,sohna,signature global park,signature global park,b-14 2 nd floor,3.0,0.0,1.0,2.0,1.0,1.0,88,50
x70024868,70024868,gurgaon,5750000.0,6229.0,923.0,15.0,2 bhk independent builder floor in sector 83 gurgaon,vatika emilia property situated in sector-82 gurgaon property in row condition property near park for more detail call me,independent/builder floor,Unfurnished,North,1-5 Year Old Property,low rise,2.0,vatika emilia floors,2.0,low rise,28.399772,76.968991,2.0,sector 83 gurgaon,vatika emilia floors,vatika emilia floors,1735,1.0,4.0,4.0,1.0,4.0,1.0,31,12
q53556964,53556964,gurgaon,5800000.0,4000.0,1200.0,49.0,3 bhk independent builder floor in ashok vihar,"book your dream home   ashok vihar, phase 1, gurgaon just 50 mtr away from sector 4 circle  3bhk flats (few unit left)  --project specifications--  lift covered car parking 80% bank laon  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage proposed metro station near site  nearest places sector 4 circle 100 meter  just 1 km away from railway station  just 7 km away from iffco metro station  just 10 minute away from sector 14 market   we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!   &  additional details :  the property is located on the main road the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.",independent/builder floor,Furnished,South-East,1-5 Year Old Property,mid rise,3.0,,2.0,low rise,28.483,77.01449,3.0,ashok vihar,,,,0.0,1.0,0.0,0.0,35.0,2.0,0,0
d68319114,68319114,gurgaon,5800000.0,5800.0,1000.0,15.0,2 bhk independent builder floor in sector 83 gurgaon,emilia floors sector 82 located at prime location of new gurgaon. semi furnished apartment.  additional details :  the kitchen has been built with modular fittings. full power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. it is under cctv surveillance. the property has a dedicated security guard.,independent/builder floor,Semifurnished,North-West,5-10 Year Old Property,low rise,2.0,vatika emilia floors,2.0,low rise,28.399772,76.968991,2.0,sector 83 gurgaon,vatika emilia floors,vatika emilia floors,,1.0,4.0,4.0,1.0,4.0,1.0,67,27
m53199612,53199612,gurgaon,5800000.0,4000.0,1200.0,48.0,3 bhk independent builder floor in sector 9a gurgaon,why pay rent get ready to move fully furnished 2 bhk & 3 bhk flat  in heart of gurgaon registry and bank loan available  price details : 3 bhk - 48 lakh (front balcony) 2 bhk - 38 lakh (front balcony) 2 bhk - 35 lakh (back balcony)  key highlights :  one covered car parking lift access to all floors latest design jhoomar in each flat washable wallpapers wooden almirah in rooms modular kitchen  hindware chimney installed one common washroom for guests false ceiling in every room  corner property cctv surveillance well ventilated rooms vitrified tiles branded fans in every room and living area 1st class sanitary used in washroom & kitchen natural light airy rooms good locality near by 4 school near by market 200 mtr away from nh8  we have lot of options in different different locations plan your visit for today & book your dream home  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.,independent/builder floor,Furnished,North-East,0-1 Year Old Property,mid rise,3.0,,2.0,low rise,28.445024,77.02307,3.0,sector 9a gurgaon,,,,0.0,0.0,2.0,0.0,41.0,3.0,42,17
j55512722,55512722,gurgaon,5800000.0,5800.0,1200.0,50.0,3 bhk independent builder floor in bhim nagar,"book your dream home    bhim nagar, sector 6, gurgaon near inox gurgaon dreamz sector 4, gurgaon  3bhk  independent floor  --project specifications--  lift covered car parking 80% bank laon  registry modular kitchen with chimney wooden almirah in rooms fan, light & jhoomer false ceiling in drawing & bed rooms branded fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  nearest places  near inox gurgaon dreamz sector 4 gurgaon  just 5 minute away from railway station  just 7 km away from iffco metro station  just 10 minute away from sector 14 market  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!    &",independent/builder floor,Semifurnished,South-East,0-1 Year Old Property,mid rise,3.0,new builder floor,2.0,low rise,28.470766,77.02083,3.0,bhim nagar,new builder floor,new builder floor,,0.0,0.0,0.0,0.0,41.0,2.0,53,24
k42920889,42920889,gurgaon,5800000.0,4461.0,1300.0,50.0,3 bhk independent builder floor in sector 30 gurgaon,"book your dream home   in heart of gurgaon best locations & best price   2bhk - flats 3bhk - flats  --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!   &",independent/builder floor,Semifurnished,East,0-1 Year Old Property,mid rise,3.0,,1.0,low rise,28.463245,77.0578855,3.0,sector 30 gurgaon,,,,1.0,7.0,1.0,0.0,7.0,2.0,31,8
n54222710,54222710,gurgaon,5800000.0,3750.0,1200.0,48.0,3 bhk independent builder floor in hans enclave,"book your dream home   in heart of gurgaon best locations & best price   2bhk - flats 3bhk - flats  --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!   &",independent/builder floor,Furnished,East,0-1 Year Old Property,mid rise,3.0,,2.0,low rise,28.446136,77.025377,3.0,hans enclave,,,,0.0,2.0,2.0,1.0,37.0,3.0,34,17
q51024182,51024182,gurgaon,5800000.0,3750.0,1200.0,45.0,3 bhk independent builder floor in dayanand colony,"why pay rent get ready to move fully furnished 2 bhk & 3 bhk flat  in heart of gurgaon dayanand colony, sector 5 gurgaon,  near sector 5 huda market,  registry and bank loan available   key highlights :  one covered car parking lift access to all floors latest design jhoomar in each flat washable wallpapers wooden almirah in rooms modular kitchen  hindware chimney installed one common washroom for guests false ceiling in every room  corner property cctv surveillance well ventilated rooms vitrified tiles branded fans in every room and living area 1st class sanitary used in washroom & kitchen natural light airy rooms good locality 200 mtr away from sector 5   we have lot of options in different different locations so more details call to us    additional details :  the property is facing a park. the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. there is also a lift to make the living more convenient specially for old age people it is under cctv surveillance. the property has a dedicated security guard.",independent/builder floor,Furnished,North,0-1 Year Old Property,mid rise,3.0,,2.0,low rise,28.422134,77.082634,3.0,dayanand colony,,,,0.0,4.0,4.0,0.0,9.0,5.0,51,8
z41762363,41762363,gurgaon,5800000.0,5000.0,1100.0,50.0,3 bhk independent builder floor in sector 7 gurgaon,"book your dream home   in heart of gurgaon best locations & best price   2bhk - flats 3bhk - flats  --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!   &",independent/builder floor,Semifurnished,East,0-1 Year Old Property,mid rise,3.0,,1.0,low rise,28.4632438,77.01326429999995,3.0,sector 7 gurgaon,,,,0.0,1.0,0.0,0.0,42.0,0.0,57,17
o56148890,56148890,gurgaon,5800000.0,4833.0,1200.0,50.0,3 bhk independent builder floor in krishna colony,"book your dream home   mianwali colony, sector 12, gurgaon near goel hospital  3bhk - just 60 lakh  --project specifications--  lift covered car parking 80% to 90% bank laon  registry module kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaguar fitting in washroom & kitchen govt water supply 24 hour electricity direct booking no brokerage  committed to serving you better now & always!  monika  &",independent/builder floor,Semifurnished,East,0-1 Year Old Property,mid rise,3.0,tanishq homes,2.0,low rise,28.46702,77.011467,3.0,krishna colony,tanishq homes,tanishq homes,,0.0,1.0,0.0,0.0,41.0,1.0,54,24
t53963426,53963426,gurgaon,5800000.0,4833.0,1200.0,50.0,3 bhk independent builder floor in krishna colony,"book your dream home   in heart of gurgaon best locations & best price   2bhk - flats 3bhk - flats  --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!",independent/builder floor,Furnished,East,0-1 Year Old Property,mid rise,3.0,tanishq residency,2.0,low rise,28.46702,77.011467,3.0,krishna colony,tanishq residency,tanishq residency,,0.0,1.0,0.0,0.0,41.0,1.0,40,17
p50898102,50898102,gurgaon,5800000.0,3750.0,1200.0,50.0,3 bhk independent builder floor in patel nagar,"book your dream home   in heart of gurgaon best locations & best price   2bhk - flats 3bhk - flats  --project specifications--  lift covered car parking 80% bank loan  registry modular kitchen with chimney wooden almirah in room fan, light & jhoomer false ceiling in drawing & bed rooms jaquar fitting in washroom & kitchen 24 hour water supply 24 hour electricity direct booking no brokerage  we have ready to move 2bhk & 3bhk option in multiple locations in gurgaon  for more details visit our office  committed to serving you better now & always!   &",independent/builder floor,Semifurnished,East,0-1 Year Old Property,mid rise,3.0,tanishq homes,2.0,low rise,28.460825,77.039854,3.0,patel nagar,tanishq homes,tanishq homes,,0.0,3.0,0.0,1.0,29.0,5.0,28,5
