PROP_ID,SPID,CITY,PRICE,PRICE_SQFT,AREA,TOTAL_LANDMARK_COUNT,PROP_HEADING,DESCRIPTION,PROPERTY_TYPE,FURNISH,FACING,AGE,TOTAL_FLOOR,BEDROOM_NUM,PROP_NAME,BALCONY_NUM,FLOOR_NUM,LATITUDE,LONGITUDE,BHK_BED,LOCALITY_NAME,BUILDING_NAME,SOCIETY_NAME,ADDRESS,TRANSPORATION,ACCOMODATION,LEISURE,EDUCATION,HEALTH,OTHER,AMENITIES_SCORE,FEATURES_SCORE
f70495444,70495444,gurgaon,18000.0,19.0,905.0,13.0,2 bhk independent builder floor in sector 82 gurgaon,"2bhk, 905sqft, east facing, available for rent at a very reasonable rate.  emilia floors are the ideal homes for families who prefer to pursue an inde-pendent approach to life. built on plots of 180 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on effi-cient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit outs and exclu-sive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low rise developments, the residents of emilia floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independ-ence, these really are the best independent floors.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,2.0,vatika emilia floors,2.0,low rise,28.3935416,76.9599852,2.0,sector 82 gurgaon,vatika emilia floors,vatika emilia floors,,0.0,0.0,1.0,0.0,1.0,6.0,98,34
p70967106,70967106,gurgaon,18000.0,19.0,925.0,13.0,2 bhk independent builder floor in sector 82 gurgaon,"2bhk, 925sqft, east facing, available for rent at a very reasonable rate.  emilia floors are the ideal homes for families who prefer to pursue an inde-pendent approach to life. built on plots of 180 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on effi-cient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit outs and exclu-sive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low rise developments, the residents of emilia floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independ-ence, these really are the best independent floors.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,2.0,vatika emilia floors,2.0,low rise,28.3935416,76.9599852,2.0,sector 82 gurgaon,vatika emilia floors,vatika emilia floors,,0.0,0.0,1.0,0.0,1.0,6.0,98,34
c70526266,70526266,gurgaon,19500.0,21.0,900.0,45.0,1 bhk independent builder floor in malibu town,"available for rent 1bhk builder floor fully furnished malibu towne sector 47 sohna road gurgaon   opp park hospital, omex gurgaon mall and sohna road   please contact more details dev bhoomi properties additional details :  the property is facing a park. the kitchen has been built with modular fittings. full power backup available. the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. it is under cctv surveillance. the property has a dedicated security guard.",independent/builder floor,Unfurnished,East,1-5 Year Old Property,low rise,1.0,malibu towne,2.0,low rise,28.425675,77.043508,1.0,malibu town,malibu towne,malibu towne,,0.0,2.0,2.0,0.0,21.0,1.0,97,50
y70495080,70495080,gurgaon,20000.0,21.0,930.0,15.0,2 bhk independent builder floor in sector 83 gurgaon,"carefully laid out in the prime location of gurgaon, this spacious 2 bhk builder floor for rent in sector 83 gurgaon is now available for  20,000 monthly. you need to additionally charges such as 1800 monthly maintenance for this property. booking amount is  10000. electricity charges & water charges shall be payable as per schedule. this builder floor will be available from sat, 29 jul 2023, for families, single men and single women only. floor has attached 2 bathrooms & 2 balconies with 2 rooms. this property is built on a carpet area of 930 sq.ft. additional space available to use as others. this builder floor is on the top floor. this builder floor is 1-5 years old.",independent/builder floor,Semifurnished,North-East,1-5 Year Old Property,low rise,2.0,vatika emilia floors,2.0,low rise,28.39661,76.97283,2.0,sector 83 gurgaon,vatika emilia floors,vatika emilia floors,g511,1.0,4.0,4.0,1.0,4.0,1.0,30,13
s70458380,70458380,gurgaon,20000.0,18.0,1056.0,8.0,2 bhk independent builder floor in sector 82 gurgaon,"brokers excuse, 2bhk, 1056 sqft, east facing, available for rent at a very reasonable rate.  primrose floors are the ideal homes for families who prefer to pursue an independent approach to life. built on plots of 240 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on efficient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit-outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low-rise developments, the residents of primrose floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independence, these really are the best independent floors.  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. the property has a dedicated security guard.",independent/builder floor,Semifurnished,North-East,1-5 Year Old Property,low rise,2.0,vatika independent floors,4.0,low rise,28.392015,76.954735,2.0,sector 82 gurgaon,vatika independent floors,vatika independent floors,,0.0,2.0,1.0,2.0,1.0,2.0,69,29
q68380972,68380972,gurgaon,20000.0,18.0,930.0,8.0,2 bhk independent builder floor in sector 82 gurgaon,"brokers excuse, 2bhk, 930sqft, east facing, available for rent at a very reasonable rate.  emilia floors are the ideal homes for families who prefer to pursue an independent approach to life. built on plots of 180 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on efficient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low rise developments, the residents of emilia floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independence, these really are the best independent floors.    additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. the property has a dedicated security guard.",independent/builder floor,Unfurnished,North-West,1-5 Year Old Property,low rise,2.0,vatika independent floors,3.0,low rise,28.392622,76.959526,2.0,sector 82 gurgaon,vatika independent floors,vatika independent floors,,0.0,2.0,1.0,2.0,1.0,2.0,56,29
i70967326,70967326,gurgaon,20000.0,21.0,930.0,13.0,2 bhk independent builder floor in sector 82 gurgaon,"2bhk, 930sqft, east facing, available for rent at a very reasonable rate.  emilia floors are the ideal homes for families who prefer to pursue an inde-pendent approach to life. built on plots of 180 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on effi-cient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit outs and exclu-sive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low rise developments, the residents of emilia floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independ-ence, these really are the best independent floors.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,2.0,vatika emilia floors,2.0,low rise,28.3935416,76.9599852,2.0,sector 82 gurgaon,vatika emilia floors,vatika emilia floors,,0.0,0.0,1.0,0.0,1.0,6.0,98,34
t70874114,70874114,gurgaon,20500.0,19.0,1056.0,8.0,2 bhk independent builder floor in sector 82 gurgaon,"brokers excuse, 2bhk open terrace balcony, 1056sqft, east facing, available for rent at a very reasonable rate.  primrose floors are the ideal homes for families who prefer to pursue an independent approach to life. built on plots of 240 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on efficient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit-outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low-rise developments, the residents of primrose floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independence, these really are the best independent floors.  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. the property has a dedicated security guard.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,2.0,vatika independent floors,3.0,low rise,28.395836,76.95484,2.0,sector 82 gurgaon,vatika independent floors,vatika independent floors,,0.0,2.0,1.0,2.0,1.0,2.0,84,44
l70723854,70723854,gurgaon,20500.0,22.0,930.0,8.0,2 bhk independent builder floor in sector 82 gurgaon,"brokers excuse, 2bhk, 930sqft, east facing, available for rent at a very reasonable rate.  emilia floors are the ideal homes for families who prefer to pursue an independent approach to life. built on plots of 180 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on efficient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low rise developments, the residents of emilia floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independence, these really are the best independent floors.  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. the property has a dedicated security guard.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,2.0,vatika independent floors,4.0,low rise,28.392015,76.954735,2.0,sector 82 gurgaon,vatika independent floors,vatika independent floors,,0.0,2.0,1.0,2.0,1.0,2.0,69,29
a70800456,70800456,gurgaon,22000.0,11.0,2000.0,15.0,3 bhk independent builder floor in sector 83 gurgaon,"this is a 3 bhk for rent on first floor, 240 yard buitp semifurnished floor. close to market like sapphire, hospital like apollo, school like dps. call for more info and visit the property",independent/builder floor,Semifurnished,North-East,1-5 Year Old Property,low rise,3.0,vatika india next plots,2.0,low rise,28.390392,76.96934,3.0,sector 83 gurgaon,vatika india next plots,vatika india next plots,a-2,0.0,2.0,1.0,2.0,5.0,4.0,79,41
f69992266,69992266,gurgaon,22000.0,17.0,1271.0,15.0,3 bhk independent builder floor in sector 82 gurgaon,"3bhk, 1271sqft, east facing, available for rent at a very reasonable rate.  primrose floors are the ideal homes for families who prefer to pursue an independent approach to life. built on plots of 240 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on efficient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit-outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low-rise developments, the residents of primrose floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of inde-pendence, these really are the best independent floors.  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. the property has a dedicated security guard.",independent/builder floor,Semifurnished,North-West,1-5 Year Old Property,low rise,3.0,vatika primrose floors,2.0,low rise,28.389296,76.957436,3.0,sector 82 gurgaon,vatika primrose floors,vatika primrose floors,,2.0,2.0,3.0,1.0,1.0,6.0,85,34
l70720996,70720996,gurgaon,23000.0,16.0,1390.0,8.0,3 bhk independent builder floor in sector 82 gurgaon,"brokers excuse, 3bhk, 1390sqft, east facing, available for rent at a very reasonable rate.  premium floors are a low-rise residential option ideal for discerning residents who dont want the shared space approach of high-rise developments. premium floors are spacious, well laid out homes, with just one residence on each floor. this upmarket community of independent floors in sector 82, gurgaon has a feeling of spaciousness with tree-lined streets and landscaped front yards. the residential units are set back from the street leaving a broad walkway that creates a sense of privacy and security. ground floor homes have a sit-out in front and a garden at the back, while the first and second floors get large balconies and their own private terraces. parking space has been provided between adjacent units, with direct access from the homes. the interiors are well appointed and all the units have fully finished modular kitchens. for families seeking independence and exclusivity without going to the expense of a villa, premium floors offer elegance and graceful living in a peaceful, uncluttered community.  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. the property has a dedicated security guard.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,3.0,vatika independent floors,4.0,low rise,28.392385,76.95382,3.0,sector 82 gurgaon,vatika independent floors,vatika independent floors,,0.0,2.0,1.0,2.0,1.0,2.0,78,29
d70622128,70622128,gurgaon,23000.0,18.0,1274.0,15.0,3 bhk independent builder floor in sector 83 gurgaon,"this beautiful 3 bhk builder floor for rent in sector 83 gurgaon in vatika primrose floors, gurgaon is now available. the rent of this property is  23,000, but it is negotiable. additional charges includes 2500 monthly maintenance. mark this yours by paying  10000 booking amount only. electricity & water charges to be paid to respective authorities on time. the builder floor will be available from fri, 04 aug 2023 for families, single men and single women on any agreement type. property has 3 bathrooms attached & 3 balconies. the floor is spread over carpet area of 1274 sq.ft. others space available separately. parking will not be a problem as the builder has provided 1 open parking for each floor. this builder floor is on the 1st floor. this builder floor is 1-5 years old.",independent/builder floor,Semifurnished,North-East,1-5 Year Old Property,low rise,3.0,vatika primrose floors,3.0,low rise,28.39661,76.97283,3.0,sector 83 gurgaon,vatika primrose floors,vatika primrose floors,k625,2.0,2.0,3.0,1.0,1.0,6.0,26,7
t70429060,70429060,gurgaon,24000.0,17.0,1385.0,6.0,3 bhk independent builder floor in sector 82 gurgaon,"3bhk, 1385sqft, east facing, available for rent at a very reasona-ble rate.  all iris floors are the ideal homes for families who prefer to pursue an inde-pendent approach to life. built on plots of 300 sqyrds, these residential units have three floors each with a single home on each floor.the floors have been meticulously planned, with special emphasis on efficient space utiliza-tion  and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit-outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a ter-race. along with the uncluttered skylines of low-rise developments, the residents of iris floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independ-ence, these reare the best independent floors.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,3.0,vatika iris floors,2.0,low rise,28.390321,76.962064,3.0,sector 82 gurgaon,vatika iris floors,vatika iris floors,,1.0,0.0,1.0,2.0,1.0,1.0,98,34
g70333370,70333370,gurgaon,24200.0,19.0,1271.0,11.0,3 bhk independent builder floor in sector 83 gurgaon,"brokers excuse, 3bhk, 1271sqft, east facing, available for rent at a very reasonable rate.  primrose floors are the ideal homes for families who prefer to pursue an independent approach to life. built on plots of 240 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on efficient space utilization  and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit-outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low-rise developments, the residents of primrose floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independence, these really are the best independent floors.",independent/builder floor,Semifurnished,East,1-5 Year Old Property,low rise,3.0,vatika primrose floors,4.0,low rise,28.39661,76.97283,3.0,sector 83 gurgaon,vatika primrose floors,vatika primrose floors,,0.0,0.0,1.0,0.0,1.0,4.0,50,29
p70854200,70854200,gurgaon,24501.0,22.0,1271.0,8.0,3 bhk independent builder floor in sector 82 gurgaon,"brokers excuse, 3bhk, 1271sqft , east facing, available for rent at a very reasonable rate.  primrose floors are the ideal homes for families who prefer to pursue an independent approach to life. built on plots of 240 sqyrds, these residential units have three floors each with a single home on each floor. the floors have been meticulously planned, with special emphasis on efficient space utilization and from this perspective, they are among the best builder floors in gurgaon. the ground floors have front sit-outs and exclusive rear lawns, while the first and second floor residents have spacious balconies and a terrace. along with the uncluttered skylines of low-rise developments, the residents of primrose floors get a high degree of privacy and independence. and since they are located in sectors 82 and 83, the residents get easy access to all the amenities of vatika india next, too. thus, by offering residents all the convenience of community living without giving up their sense of independence, these really are the best independent floors.  additional details :  the kitchen has been built with modular fittings. no power backup available.  the house has muncipal supply. each house has a dedicated water tank. you can easily park your car inside the compound. the property has a dedicated security guard.",independent/builder floor,Furnished,South-West,1-5 Year Old Property,low rise,3.0,vatika independent floors,4.0,low rise,28.390137,76.955956,3.0,sector 82 gurgaon,vatika independent floors,vatika independent floors,,0.0,2.0,1.0,2.0,1.0,2.0,53,29
s70591128,70591128,gurgaon,25000.0,20.0,1200.0,48.0,2 bhk independent builder floor in sector 45 gurgaon,"this is for rent 2 bhk semi furnished second floor house sec 45 for family with car parking  near walking huda market subbash chowk, nh8 near main road, unitech cyber park near hsbc unitech 2km distance hudda matro station  near all bank and atm  all wooden work is complete  all facilities is available etc",independent/builder floor,Semifurnished,North-East,1-5 Year Old Property,low rise,2.0,new and good builder floor,2.0,low rise,28.4439933,77.06652,2.0,sector 45 gurgaon,new and good builder floor,new and good builder floor,,1.0,11.0,1.0,1.0,14.0,1.0,15,6
b70056100,70056100,gurgaon,25000.0,20.0,1800.0,27.0,2 bhk independent builder floor in sector 23 gurgaon,"2bhk available on first floor for rent 24k in sector 23, gurgaon. but only family.",independent/builder floor,Semifurnished,East,10+ Year Old Property,low rise,2.0,all punjabi welfare association,2.0,low rise,28.5117291,77.0550072,2.0,sector 23 gurgaon,all punjabi welfare association,all punjabi welfare association,,0.0,1.0,6.0,0.0,2.0,4.0,20,7
j70134564,70134564,gurgaon,25000.0,13.0,1800.0,27.0,2 bhk independent builder floor in sector 23 gurgaon,"we have many good independent floors, houses, makan and villas for rent in this area. all types are deals avilable for like familes, bachuolers and singles we deals in sector 21,22,23, & palam vihar",independent/builder floor,Semifurnished,East,5-10 Year Old Property,mid rise,2.0,,2.0,low rise,28.5117291,77.0550072,2.0,sector 23 gurgaon,,,123,0.0,1.0,6.0,0.0,2.0,4.0,18,13
o70984644,70984644,gurgaon,25000.0,23.0,1050.0,46.0,2 bhk independent builder floor in uppals southend,address. uppal southend sector 49 w blook available for rent 2 bhk builder floors 1st floor size 1050 sq ft... proper gated and sohna road and dav public school and sai dham tempal and omaxe mall and sapphire mall and other places,independent/builder floor,Unfurnished,East,5-10 Year Old Property,low rise,2.0,uppal southend,2.0,low rise,28.4107213,77.0465652,2.0,uppals southend,uppal southend,uppal southend,,0.0,4.0,1.0,0.0,21.0,2.0,49,12
o70107930,70107930,gurgaon,25000.0,10.0,2400.0,8.0,4 bhk independent builder floor in sector 82 gurgaon,"4 bhk vatika premium first floor available for rent in sector 82, gurgaon. the property is semi furnished with modular kitchen, cup board and electrical fittings. located on the first floor of a two story builder floor apartment. 24x7 water, security, electricity, walking distance from school, market and grocery store. the property is situated on 400 sqyrd plot. for more details please contact prince tyagi 98137-90814.",independent/builder floor,Semifurnished,North-East,1-5 Year Old Property,low rise,4.0,vatika independent floors,3.0,low rise,28.393967,76.959507,4.0,sector 82 gurgaon,vatika independent floors,vatika independent floors,002,0.0,2.0,1.0,2.0,1.0,2.0,86,25
d70112940,70112940,gurgaon,25500.0,16.0,1584.0,6.0,3 bhk independent builder floor in sector 82 gurgaon,vatika iris ground floor available for rent near sapphire mall all wooden or grill work complete any time visit possible,independent/builder floor,Semifurnished,North-East,1-5 Year Old Property,low rise,3.0,vatika iris floors,3.0,low rise,28.390321,76.962064,3.0,sector 82 gurgaon,vatika iris floors,vatika iris floors,1245,1.0,0.0,1.0,2.0,1.0,1.0,33,12
a70134650,70134650,gurgaon,26000.0,14.0,1800.0,32.0,2 bhk independent builder floor in sector 22 gurgaon,we have many deals for rent and sale in gurgaon ncr so we have good delas plz call us,independent/builder floor,Unfurnished,North-West,1-5 Year Old Property,mid rise,2.0,,2.0,low rise,28.5068253,77.0636419,2.0,sector 22 gurgaon,,,,0.0,2.0,3.0,0.0,5.0,3.0,14,7
g70493872,70493872,gurgaon,26000.0,13.0,1986.0,11.0,3 bhk independent builder floor in sector 102 gurgaon,"this builder floor for rent in sector 102 gurgaon is now available at a monthly rent of  26,000. rent excludes electricity & water charges. this builder floor will be available from tue, 01 aug 2023, for family only. property has 3 bathrooms attached & 2 balconies. this property is built on a super built up area of 1986 sq.ft. parking will not be a problem as the builder has provided 1 open parking for each floor. this floor is on the 1st floor in a tower of 2 floors. this floor is actually just 0-1 year old.",independent/builder floor,Semifurnished,North-East,0-1 Year Old Property,low rise,3.0,bptp amstoria,2.0,low rise,28.4746969,76.9686267,3.0,sector 102 gurgaon,bptp amstoria,bptp amstoria,,2.0,1.0,4.0,1.0,1.0,2.0,20,7
